Text,Lable
"Anyway, this FS restaurant has a wonderful breakfast/lunch.",Review
Nothing special.,Review
Each day of the week they have a different deal and it's all so delicious!,Review
"Not to mention the combination of pears, almonds and bacon is a big winner!",Review
Will not be back.,Review
Sauce was tasteless.,Review
"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",Review
My ribeye steak was cooked perfectly and had great mesquite flavor.,Review
I don't think we'll be going back anytime soon.,Review
Food was so gooodd.,Review
I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,Review
I was so insulted.,Review
The last 3 times I had lunch here has been bad.,Review
The chicken wings contained the driest chicken meat I have ever eaten.,Review
"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",Review
Nargile - I think you are great.,Review
Best tater tots in the southwest.,Review
We loved the place.,Review
Definitely not worth the $3 I paid.,Review
The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,Review
Im in AZ all the time and now have my new spot.,Review
The manager was the worst.,Review
The inside is really quite nice and very clean.,Review
The food was outstanding and the prices were very reasonable.,Review
I don't think I'll be running back to Carly's anytime soon for food.,Review
"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",Review
"Love the margaritas, too!",Review
This was my first and only Vegas buffet and it did not disappoint.,Review
"Very good, though!",Review
The one down note is the ventilation could use some upgrading.,Review
Great pork sandwich.,Review
Don't waste your time here.,Review
"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",Review
"Third, the cheese on my friend's burger was cold.",Review
We enjoy their pizza and brunch.,Review
The steaks are all well trimmed and also perfectly cooked.,Review
We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,Review
I LOVED it!,Review
We asked for the bill to leave without eating and they didn't bring that either.,Review
"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",Review
Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,Review
The selection of food was not the best.,Review
Delicious and I will absolutely be back!,Review
"This isn't a small family restaurant, this is a fine dining establishment.",Review
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,Review
I dont think I will be back for a very long time.,Review
"It was attached to a gas station, and that is rarely a good sign.",Review
How awesome is that.,Review
I will be back many times soon.,Review
The menu had so much good stuff on it i could not decide!,Review
"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",Review
CONCLUSION: Very filling meals.,Review
Their daily specials are always a hit with my group.,Review
And then tragedy struck.,Review
The pancake was also really good and pretty large at that.,Review
"This was my first crawfish experience, and it was delicious!",Review
Their monster chicken fried steak and eggs is my all time favorite.,Review
Waitress was sweet and funny.,Review
"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",Review
"I'd rather eat airline food, seriously.",Review
Cant say enough good things about this place.,Review
The ambiance was incredible.,Review
The waitress and manager are so friendly.,Review
I would not recommend this place.,Review
Overall I wasn't very impressed with Noca.,Review
My gyro was basically lettuce only.,Review
Terrible service!,Review
Thoroughly disappointed!,Review
"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",Review
"Give it a try, you will be happy you did.",Review
By far the BEST cheesecurds we have ever had!,Review
Reasonably priced also!,Review
Everything was perfect the night we were in.,Review
The food is very good for your typical bar food.,Review
it was a drive to get there.,Review
"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",Review
"Anyway, I do not think i will go back there.",Review
"Point your finger at any item on the menu, order it and you won't be disappointed.",Review
"Oh this is such a thing of beauty, this restaurant.",Review
If you haven't gone here GO NOW!,Review
"A greasy, unhealthy meal.",Review
first time there and might just be the last.,Review
Those burgers were amazing.,Review
"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",Review
And it was way to expensive.,Review
"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",Review
This was my first time and I can't wait until the next.,Review
The bartender was also nice.,Review
Everything was good and tasty!,Review
This place is two thumbs up....way up.,Review
"The best place in Vegas for breakfast (just check out a Sat, or Sun.",Review
"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",Review
Terrible management.,Review
An excellent new restaurant by an experienced Frenchman.,Review
If there were zero stars I would give it zero stars.,Review
"Great steak, great sides, great wine, amazing desserts.",Review
Worst martini ever!,Review
The steak and the shrimp are in my opinion the best entrees at GC.,Review
I had the opportunity today to sample your amazing pizzas!,Review
We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,Review
The yellowtail carpaccio was melt in your mouth fresh.,Review
I won't try going back there even if it's empty.,Review
"No, I'm going to eat the potato that I found some strangers hair in it.",Review
Just spicy enough.. Perfect actually.,Review
Last night was my second time dining here and I was so happy I decided to go back!,Review
